"confCase","confCaseRate","createDt","criticalRate","death","deathRate","gubun","seq","updateDt"
"3175","12.29",2020-10-25,"0.06","2","0.44","30-39","4223","null"
"3459","13.39",2020-10-25,"0.12","4","0.88","40-49","4222","null"
"4747","18.37",2020-10-25,"0.44","21","4.60","50-59","4221","null"
"4124","15.96",2020-10-25,"1.29","53","11.60","60-69","4220","null"
"2076","8.04",2020-10-25,"7.08","147","32.17","70-79","4219","null"
"1119","4.33",2020-10-25,"20.55","230","50.33","80 이상","4218","null"
"13807","53.44",2020-10-25,"1.54","213","46.61","여성","4217","null"
"12029","46.56",2020-10-25,"2.03","244","53.39","남성","4216","null"
"649","2.52",2020-10-24,"0","0","0.00","0-9","4204","null"
"1410","5.47",2020-10-24,"0","0","0.00","10-19","4203","null"
"5055","19.61",2020-10-24,"0","0","0.00","20-29","4202","null"
"3167","12.29",2020-10-24,"0.06","2","0.44","30-39","4201","null"
"3448","13.38",2020-10-24,"0.12","4","0.88","40-49","4200","null"
"4738","18.38",2020-10-24,"0.44","21","4.60","50-59","4199","null"
"4118","15.98",2020-10-24,"1.29","53","11.60","60-69","4198","null"
"2075","8.05",2020-10-24,"7.08","147","32.17","70-79","4197","null"
"1115","4.33",2020-10-24,"20.63","230","50.33","80 이상","4196","null"
"13772","53.43",2020-10-24,"1.55","213","46.61","여성","4195","null"
"12003","46.57",2020-10-24,"2.03","244","53.39","남성","4194","null"
"642","2.5",2020-10-23,"0","0","0.00","0-9","4182","null"
"1403","5.46",2020-10-23,"0","0","0.00","10-19","4181","null"
"5043","19.62",2020-10-23,"0","0","0.00","20-29","4180","null"
"3163","12.31",2020-10-23,"0.06","2","0.44","30-39","4179","null"
"3439","13.38",2020-10-23,"0.12","4","0.88","40-49","4178","null"
"4724","18.38",2020-10-23,"0.44","21","4.62","50-59","4177","null"
"4104","15.97",2020-10-23,"1.27","52","11.43","60-69","4176","null"
"2070","8.06",2020-10-23,"7.1","147","32.31","70-79","4175","null"
"1110","4.32",2020-10-23,"20.63","229","50.33","80 이상","4174","null"
"13736","53.45",2020-10-23,"1.55","213","46.81","여성","4173","null"
"11962","46.55",2020-10-23,"2.02","242","53.19","남성","4172","null"
"640","2.51",2020-10-22,"0","0","0.00","0-9","4160","null"
"1392","5.45",2020-10-22,"0","0","0.00","10-19","4159","null"
"5033","19.7",2020-10-22,"0","0","0.00","20-29","4158","null"
"3145","12.31",2020-10-22,"0.06","2","0.44","30-39","4157","null"
"3418","13.38",2020-10-22,"0.12","4","0.88","40-49","4156","null"
"4698","18.39",2020-10-22,"0.45","21","4.64","50-59","4155","null"
"4078","15.97",2020-10-22,"1.23","50","11.04","60-69","4154","null"
"2057","8.05",2020-10-22,"7.15","147","32.45","70-79","4153","null"
"1082","4.24",2020-10-22,"21.16","229","50.55","80 이상","4152","null"
"13654","53.45",2020-10-22,"1.55","212","46.80","여성","4151","null"
"11889","46.55",2020-10-22,"2.03","241","53.20","남성","4150","null"
"638","2.51",2020-10-21,"0","0","0.00","0-9","4138","null"
"1390","5.47",2020-10-21,"0","0","0.00","10-19","4137","null"
"5015","19.73",2020-10-21,"0","0","0.00","20-29","4136","null"
"3135","12.33",2020-10-21,"0.06","2","0.44","30-39","4135","null"
"3400","13.37",2020-10-21,"0.12","4","0.89","40-49","4134","null"
"4674","18.38",2020-10-21,"0.45","21","4.67","50-59","4133","null"
"4052","15.94",2020-10-21,"1.21","49","10.89","60-69","4132","null"
"2046","8.05",2020-10-21,"7.18","147","32.67","70-79","4131","null"
"1074","4.22",2020-10-21,"21.14","227","50.44","80 이상","4130","null"
"13594","53.47",2020-10-21,"1.54","210","46.67","여성","4129","null"
"11830","46.53",2020-10-21,"2.03","240","53.33","남성","4128","null"
"637","2.51",2020-10-20,"0","0","0.00","0-9","4116","null"
"1386","5.47",2020-10-20,"0","0","0.00","10-19","4115","null"
"5003","19.75",2020-10-20,"0","0","0.00","20-29","4114","null"
"3123","12.33",2020-10-20,"0.06","2","0.45","30-39","4113","null"
"3382","13.35",2020-10-20,"0.12","4","0.89","40-49","4112","null"
"4659","18.39",2020-10-20,"0.45","21","4.70","50-59","4111","null"
"4038","15.94",2020-10-20,"1.21","49","10.96","60-69","4110","null"
"2041","8.06",2020-10-20,"7.15","146","32.66","70-79","4109","null"
"1064","4.2",2020-10-20,"21.15","225","50.34","80 이상","4108","null"
"13550","53.49",2020-10-20,"1.55","210","46.98","여성","4107","null"
"11783","46.51",2020-10-20,"2.01","237","53.02","남성","4106","null"
"634","2.51",2020-10-19,"0","0","0.00","0-9","4094","null"
"1383","5.47",2020-10-19,"0","0","0.00","10-19","4093","null"
"4992","19.75",2020-10-19,"0","0","0.00","20-29","4092","null"
"3116","12.33",2020-10-19,"0.06","2","0.45","30-39","4091","null"
"3370","13.33",2020-10-19,"0.12","4","0.90","40-49","4090","null"
"4650","18.4",2020-10-19,"0.45","21","4.73","50-59","4089","null"
"4029","15.94",2020-10-19,"1.17","47","10.59","60-69","4088","null"
"2038","8.06",2020-10-19,"7.16","146","32.88","70-79","4087","null"
"1063","4.21",2020-10-19,"21.07","224","50.45","80 이상","4086","null"
"13530","53.53",2020-10-19,"1.54","209","47.07","여성","4085","null"
"11745","46.47",2020-10-19,"2","235","52.93","남성","4084","null"
"632","2.51",2020-10-18,"0","0","0.00","0-9","4072","null"
"1380","5.48",2020-10-18,"0","0","0.00","10-19","4071","null"
"4979","19.76",2020-10-18,"0","0","0.00","20-29","4070","null"
"3109","12.34",2020-10-18,"0.06","2","0.45","30-39","4069","null"
"3355","13.31",2020-10-18,"0.12","4","0.90","40-49","4068","null"
"4637","18.4",2020-10-18,"0.45","21","4.73","50-59","4067","null"
"4022","15.96",2020-10-18,"1.17","47","10.59","60-69","4066","null"
"2031","8.06",2020-10-18,"7.19","146","32.88","70-79","4065","null"
"1054","4.18",2020-10-18,"21.25","224","50.45","80 이상","4064","null"
"13488","53.53",2020-10-18,"1.55","209","47.07","여성","4063","null"
"11711","46.47",2020-10-18,"2.01","235","52.93","남성","4062","null"
"630","2.51",2020-10-17,"0","0","0.00","0-9","4050","null"
"1376","5.48",2020-10-17,"0","0","0.00","10-19","4049","null"
"4967","19.78",2020-10-17,"0","0","0.00","20-29","4048","null"
"3095","12.33",2020-10-17,"0.06","2","0.45","30-39","4047","null"
"3342","13.31",2020-10-17,"0.12","4","0.90","40-49","4046","null"
"4615","18.38",2020-10-17,"0.46","21","4.74","50-59","4045","null"
"4007","15.96",2020-10-17,"1.17","47","10.61","60-69","4044","null"
"2023","8.06",2020-10-17,"7.17","145","32.73","70-79","4043","null"
"1053","4.19",2020-10-17,"21.27","224","50.56","80 이상","4042","null"
"13446","53.55",2020-10-17,"1.55","208","46.95","여성","4041","null"
"11662","46.45",2020-10-17,"2.02","235","53.05","남성","4040","null"
"628","2.51",2020-10-16,"0","0","0.00","0-9","4028","null"
"1374","5.49",2020-10-16,"0","0","0.00","10-19","4027","null"
"4962","19.82",2020-10-16,"0","0","0.00","20-29","4026","null"
"3079","12.3",2020-10-16,"0.06","2","0.45","30-39","4025","null"
"3336","13.33",2020-10-16,"0.12","4","0.91","40-49","4024","null"
"4596","18.36",2020-10-16,"0.46","21","4.76","50-59","4023","null"
"3990","15.94",2020-10-16,"1.18","47","10.66","60-69","4022","null"
"2021","8.07",2020-10-16,"7.13","144","32.65","70-79","4021","null"
"1049","4.19",2020-10-16,"21.26","223","50.57","80 이상","4020","null"
"13399","53.52",2020-10-16,"1.54","207","46.94","여성","4019","null"
"11636","46.48",2020-10-16,"2.01","234","53.06","남성","4018","null"
"628","2.51",2020-10-15,"0","0","0.00","0-9","4006","null"
"1372","5.49",2020-10-15,"0","0","0.00","10-19","4005","null"
"4955","19.83",2020-10-15,"0","0","0.00","20-29","4004","null"
"3070","12.29",2020-10-15,"0.07","2","0.46","30-39","4003","null"
"3326","13.31",2020-10-15,"0.12","4","0.91","40-49","4002","null"
"4588","18.36",2020-10-15,"0.46","21","4.78","50-59","4001","null"
"3983","15.94",2020-10-15,"1.18","47","10.71","60-69","4000","null"
"2019","8.08",2020-10-15,"7.08","143","32.57","70-79","3999","null"
"1047","4.19",2020-10-15,"21.2","222","50.57","80 이상","3998","null"
"13373","53.52",2020-10-15,"1.54","206","46.92","여성","3997","null"
"11615","46.48",2020-10-15,"2.01","233","53.08","남성","3996","null"
"623","2.5",2020-10-14,"0","0","0.00","0-9","3984","null"
"1369","5.5",2020-10-14,"0","0","0.00","10-19","3983","null"
"4942","19.86",2020-10-14,"0","0","0.00","20-29","3982","null"
"3060","12.29",2020-10-14,"0.07","2","0.46","30-39","3981","null"
"3318","13.33",2020-10-14,"0.12","4","0.91","40-49","3980","null"
"4583","18.41",2020-10-14,"0.46","21","4.79","50-59","3979","null"
"3970","15.95",2020-10-14,"1.18","47","10.73","60-69","3978","null"
"2008","8.07",2020-10-14,"7.12","143","32.65","70-79","3977","null"
"1016","4.08",2020-10-14,"21.75","221","50.46","80 이상","3976","null"
"13295","53.42",2020-10-14,"1.54","205","46.80","여성","3975","null"
"11594","46.58",2020-10-14,"2.01","233","53.20","남성","3974","null"
"619","2.5",2020-10-13,"0","0","0.00","0-9","3962","null"
"1362","5.49",2020-10-13,"0","0","0.00","10-19","3961","null"
"4912","19.8",2020-10-13,"0","0","0.00","20-29","3960","null"
"3049","12.29",2020-10-13,"0.07","2","0.46","30-39","3959","null"
"3307","13.33",2020-10-13,"0.12","4","0.92","40-49","3958","null"
"4574","18.44",2020-10-13,"0.46","21","4.84","50-59","3957","null"
"3962","15.97",2020-10-13,"1.19","47","10.83","60-69","3956","null"
"2006","8.09",2020-10-13,"7.08","142","32.72","70-79","3955","null"
"1014","4.09",2020-10-13,"21.5","218","50.23","80 이상","3954","null"
"13262","53.47",2020-10-13,"1.52","202","46.54","여성","3953","null"
"11543","46.53",2020-10-13,"2.01","232","53.46","남성","3952","null"
"614","2.49",2020-10-12,"0","0","0.00","0-9","3951","null"
"1355","5.49",2020-10-12,"0","0","0.00","10-19","3950","null"
"4891","19.8",2020-10-12,"0","0","0.00","20-29","3949","null"
"3033","12.28",2020-10-12,"0.07","2","0.46","30-39","3948","null"
"3287","13.31",2020-10-12,"0.12","4","0.92","40-49","3947","null"
"4561","18.46",2020-10-12,"0.44","20","4.62","50-59","3946","null"
"3950","15.99",2020-10-12,"1.19","47","10.85","60-69","3945","null"
"1999","8.09",2020-10-12,"7.1","142","32.79","70-79","3944","null"
"1013","4.1",2020-10-12,"21.52","218","50.35","80 이상","3943","null"
"13224","53.53",2020-10-12,"1.53","202","46.65","여성","3942","null"
"11479","46.47",2020-10-12,"2.01","231","53.35","남성","3941","null"
"606","2.46",2020-10-11,"0","0","0.00","0-9","3918","null"
"1353","5.5",2020-10-11,"0","0","0.00","10-19","3917","null"
"4872","19.8",2020-10-11,"0","0","0.00","20-29","3916","null"
"3014","12.25",2020-10-11,"0.07","2","0.46","30-39","3915","null"
"3271","13.29",2020-10-11,"0.12","4","0.93","40-49","3914","null"
"4549","18.49",2020-10-11,"0.44","20","4.63","50-59","3913","null"
"3939","16.01",2020-10-11,"1.17","46","10.65","60-69","3912","null"
"1991","8.09",2020-10-11,"7.13","142","32.87","70-79","3911","null"
"1011","4.11",2020-10-11,"21.56","218","50.46","80 이상","3910","null"
"13183","53.58",2020-10-11,"1.52","201","46.53","여성","3909","null"
"11423","46.42",2020-10-11,"2.02","231","53.47","남성","3908","null"
"602","2.45",2020-10-10,"0","0","0.00","0-9","3896","null"
"1353","5.51",2020-10-10,"0","0","0.00","10-19","3895","null"
"4861","19.8",2020-10-10,"0","0","0.00","20-29","3894","null"
"3000","12.22",2020-10-10,"0.07","2","0.47","30-39","3893","null"
"3263","13.29",2020-10-10,"0.12","4","0.93","40-49","3892","null"
"4543","18.51",2020-10-10,"0.44","20","4.65","50-59","3891","null"
"3933","16.02",2020-10-10,"1.17","46","10.70","60-69","3890","null"
"1985","8.09",2020-10-10,"7.15","142","33.02","70-79","3889","null"
"1008","4.11",2020-10-10,"21.43","216","50.23","80 이상","3888","null"
"13159","53.61",2020-10-10,"1.52","200","46.51","여성","3887","null"
"11389","46.39",2020-10-10,"2.02","230","53.49","남성","3886","null"
"600","2.46",2020-10-08,"0","0","0.00","0-9","3874","null"
"1339","5.48",2020-10-08,"0","0","0.00","10-19","3873","null"
"4842","19.83",2020-10-08,"0","0","0.00","20-29","3872","null"
"2986","12.23",2020-10-08,"0.07","2","0.47","30-39","3871","null"
"3251","13.31",2020-10-08,"0.12","4","0.94","40-49","3870","null"
"4527","18.54",2020-10-08,"0.44","20","4.68","50-59","3869","null"
"3901","15.97",2020-10-08,"1.18","46","10.77","60-69","3868","null"
"1974","8.08",2020-10-08,"7.14","141","33.02","70-79","3867","null"
"1002","4.1",2020-10-08,"21.36","214","50.12","80 이상","3866","null"
"13101","53.64",2020-10-08,"1.51","198","46.37","여성","3865","null"
"11321","46.36",2020-10-08,"2.02","229","53.63","남성","3864","null"
"594","2.44",2020-10-07,"0","0","0.00","0-9","3852","null"
"1334","5.48",2020-10-07,"0","0","0.00","10-19","3851","null"
"4836","19.86",2020-10-07,"0","0","0.00","20-29","3850","null"
"2979","12.23",2020-10-07,"0.07","2","0.47","30-39","3849","null"
"3242","13.31",2020-10-07,"0.12","4","0.94","40-49","3848","null"
"4515","18.54",2020-10-07,"0.42","19","4.47","50-59","3847","null"
"3890","15.97",2020-10-07,"1.18","46","10.82","60-69","3846","null"
"1964","8.06",2020-10-07,"7.18","141","33.18","70-79","3845","null"
"999","4.1",2020-10-07,"21.32","213","50.12","80 이상","3844","null"
"13071","53.67",2020-10-07,"1.51","198","46.59","여성","3843","null"
"11282","46.33",2020-10-07,"2.01","227","53.41","남성","3842","null"
"593","2.45",2020-10-06,"0","0","0.00","0-9","3830","null"
"1332","5.5",2020-10-06,"0","0","0.00","10-19","3829","null"
"4828","19.92",2020-10-06,"0","0","0.00","20-29","3828","null"
"2966","12.24",2020-10-06,"0.07","2","0.47","30-39","3827","null"
"3232","13.33",2020-10-06,"0.12","4","0.95","40-49","3826","null"
"4487","18.51",2020-10-06,"0.42","19","4.50","50-59","3825","null"
"3859","15.92",2020-10-06,"1.19","46","10.90","60-69","3824","null"
"1948","8.04",2020-10-06,"7.24","141","33.41","70-79","3823","null"
"994","4.1",2020-10-06,"21.13","210","49.76","80 이상","3822","null"
"13010","53.67",2020-10-06,"1.51","196","46.45","여성","3821","null"
"11229","46.33",2020-10-06,"2.01","226","53.55","남성","3820","null"
"588","2.43",2020-10-05,"0","0","0.00","0-9","3808","null"
"1324","5.48",2020-10-05,"0","0","0.00","10-19","3807","null"
"4802","19.87",2020-10-05,"0","0","0.00","20-29","3806","null"
"2958","12.24",2020-10-05,"0.07","2","0.47","30-39","3805","null"
"3230","13.37",2020-10-05,"0.12","4","0.95","40-49","3804","null"
"4476","18.52",2020-10-05,"0.42","19","4.50","50-59","3803","null"
"3850","15.93",2020-10-05,"1.19","46","10.90","60-69","3802","null"
"1944","8.05",2020-10-05,"7.25","141","33.41","70-79","3801","null"
"992","4.11",2020-10-05,"21.17","210","49.76","80 이상","3800","null"
"12985","53.74",2020-10-05,"1.51","196","46.45","여성","3799","null"
"11179","46.26",2020-10-05,"2.02","226","53.55","남성","3798","null"
"588","2.44",2020-10-04,"0","0","0.00","0-9","3786","null"
"1321","5.48",2020-10-04,"0","0","0.00","10-19","3785","null"
"4785","19.86",2020-10-04,"0","0","0.00","20-29","3784","null"
"2949","12.24",2020-10-04,"0.07","2","0.48","30-39","3783","null"
"3222","13.37",2020-10-04,"0.12","4","0.95","40-49","3782","null"
"4464","18.53",2020-10-04,"0.43","19","4.51","50-59","3781","null"
"3836","15.92",2020-10-04,"1.17","45","10.69","60-69","3780","null"
"1938","8.04",2020-10-04,"7.28","141","33.49","70-79","3779","null"
"988","4.1",2020-10-04,"21.26","210","49.88","80 이상","3778","null"
"12959","53.79",2020-10-04,"1.51","196","46.56","여성","3777","null"
"11132","46.21",2020-10-04,"2.02","225","53.44","남성","3776","null"
"588","2.45",2020-10-03,"0","0","0.00","0-9","3764","null"
"1317","5.48",2020-10-03,"0","0","0.00","10-19","3763","null"
"4781","19.9",2020-10-03,"0","0","0.00","20-29","3762","null"
"2940","12.24",2020-10-03,"0.07","2","0.48","30-39","3761","null"
"3209","13.36",2020-10-03,"0.12","4","0.95","40-49","3760","null"
"4456","18.55",2020-10-03,"0.43","19","4.52","50-59","3759","null"
"3824","15.92",2020-10-03,"1.15","44","10.48","60-69","3758","null"
"1930","8.03",2020-10-03,"7.31","141","33.57","70-79","3757","null"
"982","4.09",2020-10-03,"21.38","210","50.00","80 이상","3756","null"
"12935","53.84",2020-10-03,"1.52","196","46.67","여성","3755","null"
"11092","46.16",2020-10-03,"2.02","224","53.33","남성","3754","null"
"587","2.45",2020-10-02,"0","0","0.00","0-9","3742","null"
"1316","5.49",2020-10-02,"0","0","0.00","10-19","3741","null"
"4775","19.94",2020-10-02,"0","0","0.00","20-29","3740","null"
"2927","12.22",2020-10-02,"0.07","2","0.48","30-39","3739","null"
"3198","13.35",2020-10-02,"0.13","4","0.96","40-49","3738","null"
"4445","18.56",2020-10-02,"0.43","19","4.57","50-59","3737","null"
"3808","15.9",2020-10-02,"1.16","44","10.58","60-69","3736","null"
"1917","8",2020-10-02,"7.2","138","33.17","70-79","3735","null"
"979","4.09",2020-10-02,"21.35","209","50.24","80 이상","3734","null"
"12907","53.89",2020-10-02,"1.52","196","47.12","여성","3733","null"
"11045","46.11",2020-10-02,"1.99","220","52.88","남성","3732","null"
"584","2.44",2020-10-01,"0","0","0.00","0-9","3720","null"
"1310","5.48",2020-10-01,"0","0","0.00","10-19","3719","null"
"4769","19.96",2020-10-01,"0","0","0.00","20-29","3718","null"
"2917","12.21",2020-10-01,"0.07","2","0.48","30-39","3717","null"
"3192","13.36",2020-10-01,"0.13","4","0.96","40-49","3716","null"
"4434","18.56",2020-10-01,"0.43","19","4.58","50-59","3715","null"
"3795","15.89",2020-10-01,"1.16","44","10.60","60-69","3714","null"
"1913","8.01",2020-10-01,"7.21","138","33.25","70-79","3713","null"
"975","4.08",2020-10-01,"21.33","208","50.12","80 이상","3712","null"
"12882","53.92",2020-10-01,"1.52","196","47.23","여성","3711","null"
"11007","46.08",2020-10-01,"1.99","219","52.77","남성","3710","null"
"578","2.43",2020-09-30,"0","0","0.00","0-9","3698","null"
"1306","5.48",2020-09-30,"0","0","0.00","10-19","3697","null"
"4762","20",2020-09-30,"0","0","0.00","20-29","3696","null"
"2908","12.21",2020-09-30,"0.07","2","0.48","30-39","3695","null"
"3178","13.35",2020-09-30,"0.13","4","0.97","40-49","3694","null"
"4421","18.57",2020-09-30,"0.43","19","4.60","50-59","3693","null"
"3782","15.88",2020-09-30,"1.16","44","10.65","60-69","3692","null"
"1906","8",2020-09-30,"7.14","136","32.93","70-79","3691","null"
"971","4.08",2020-09-30,"21.42","208","50.36","80 이상","3690","null"
"12848","53.96",2020-09-30,"1.53","196","47.46","여성","3689","null"
"10964","46.04",2020-09-30,"1.98","217","52.54","남성","3688","null"
"573","2.42",2020-09-29,"0","0","0.00","0-9","3676","null"
"1301","5.49",2020-09-29,"0","0","0.00","10-19","3675","null"
"4754","20.06",2020-09-29,"0","0","0.00","20-29","3674","null"
"2888","12.19",2020-09-29,"0.07","2","0.49","30-39","3673","null"
"3158","13.33",2020-09-29,"0.13","4","0.98","40-49","3672","null"
"4395","18.55",2020-09-29,"0.43","19","4.67","50-59","3671","null"
"3764","15.88",2020-09-29,"1.17","44","10.81","60-69","3670","null"
"1897","8",2020-09-29,"7.01","133","32.68","70-79","3669","null"
"969","4.09",2020-09-29,"21.16","205","50.37","80 이상","3668","null"
"12812","54.06",2020-09-29,"1.49","191","46.93","여성","3667","null"
"10887","45.94",2020-09-29,"1.98","216","53.07","남성","3666","null"
"572","2.42",2020-09-28,"0","0","0.00","0-9","3654","null"
"1299","5.49",2020-09-28,"0","0","0.00","10-19","3653","null"
"4746","20.06",2020-09-28,"0","0","0.00","20-29","3652","null"
"2881","12.18",2020-09-28,"0.07","2","0.49","30-39","3651","null"
"3151","13.32",2020-09-28,"0.13","4","0.99","40-49","3650","null"
"4390","18.55",2020-09-28,"0.43","19","4.68","50-59","3649","null"
"3760","15.89",2020-09-28,"1.17","44","10.84","60-69","3648","null"
"1897","8.02",2020-09-28,"6.96","132","32.51","70-79","3647","null"
"965","4.08",2020-09-28,"21.24","205","50.49","80 이상","3646","null"
"12801","54.1",2020-09-28,"1.48","190","46.80","여성","3645","null"
"10860","45.9",2020-09-28,"1.99","216","53.20","남성","3644","null"
"568","2.41",2020-09-27,"0","0","0.00","0-9","3632","null"
"1295","5.48",2020-09-27,"0","0","0.00","10-19","3631","null"
"4741","20.08",2020-09-27,"0","0","0.00","20-29","3630","null"
"2878","12.19",2020-09-27,"0.07","2","0.50","30-39","3629","null"
"3146","13.32",2020-09-27,"0.13","4","1.00","40-49","3628","null"
"4380","18.55",2020-09-27,"0.41","18","4.49","50-59","3627","null"
"3748","15.87",2020-09-27,"1.17","44","10.97","60-69","3626","null"
"1894","8.02",2020-09-27,"6.86","130","32.42","70-79","3625","null"
"961","4.07",2020-09-27,"21.12","203","50.62","80 이상","3624","null"
"12777","54.11",2020-09-27,"1.47","188","46.88","여성","3623","null"
"10834","45.89",2020-09-27,"1.97","213","53.12","남성","3622","null"
"567","2.41",2020-09-26,"0","0","0.00","0-9","3610","null"
"1291","5.49",2020-09-26,"0","0","0.00","10-19","3609","null"
"4727","20.1",2020-09-26,"0","0","0.00","20-29","3608","null"
"2862","12.17",2020-09-26,"0.07","2","0.50","30-39","3607","null"
"3134","13.33",2020-09-26,"0.13","4","1.00","40-49","3606","null"
"4361","18.54",2020-09-26,"0.41","18","4.51","50-59","3605","null"
"3728","15.85",2020-09-26,"1.15","43","10.78","60-69","3604","null"
"1887","8.02",2020-09-26,"6.89","130","32.58","70-79","3603","null"
"959","4.08",2020-09-26,"21.06","202","50.63","80 이상","3602","null"
"12724","54.11",2020-09-26,"1.48","188","47.12","여성","3601","null"
"10792","45.89",2020-09-26,"1.96","211","52.88","남성","3600","null"
"566","2.41",2020-09-25,"0","0","0.00","0-9","3588","null"
"1285","5.48",2020-09-25,"0","0","0.00","10-19","3587","null"
"4720","20.12",2020-09-25,"0","0","0.00","20-29","3586","null"
"2855","12.17",2020-09-25,"0.07","2","0.51","30-39","3585","null"
"3129","13.34",2020-09-25,"0.13","4","1.01","40-49","3584","null"
"4351","18.55",2020-09-25,"0.41","18","4.56","50-59","3583","null"
"3712","15.83",2020-09-25,"1.16","43","10.89","60-69","3582","null"
"1878","8.01",2020-09-25,"6.82","128","32.41","70-79","3581","null"
"959","4.09",2020-09-25,"20.86","200","50.63","80 이상","3580","null"
"12688","54.1",2020-09-25,"1.47","187","47.34","여성","3579","null"
"10767","45.9",2020-09-25,"1.93","208","52.66","남성","3578","null"
"561","2.4",2020-09-24,"0","0","0.00","0-9","3566","null"
"1282","5.49",2020-09-24,"0","0","0.00","10-19","3565","null"
"4708","20.17",2020-09-24,"0","0","0.00","20-29","3564","null"
"2841","12.17",2020-09-24,"0.07","2","0.51","30-39","3563","null"
"3114","13.34",2020-09-24,"0.13","4","1.02","40-49","3562","null"
"4332","18.56",2020-09-24,"0.42","18","4.58","50-59","3561","null"
"3690","15.81",2020-09-24,"1.17","43","10.94","60-69","3560","null"
"1864","7.99",2020-09-24,"6.76","126","32.06","70-79","3559","null"
"949","4.07",2020-09-24,"21.07","200","50.89","80 이상","3558","null"
"12628","54.1",2020-09-24,"1.47","186","47.33","여성","3557","null"
"10713","45.9",2020-09-24,"1.93","207","52.67","남성","3556","null"
"555","2.39",2020-09-23,"0","0","0.00","0-9","3544","null"
"1278","5.5",2020-09-23,"0","0","0.00","10-19","3543","null"
"4693","20.21",2020-09-23,"0","0","0.00","20-29","3542","null"
"2832","12.2",2020-09-23,"0.07","2","0.52","30-39","3541","null"
"3097","13.34",2020-09-23,"0.13","4","1.03","40-49","3540","null"
"4303","18.53",2020-09-23,"0.4","17","4.38","50-59","3539","null"
"3663","15.78",2020-09-23,"1.17","43","11.08","60-69","3538","null"
"1855","7.99",2020-09-23,"6.63","123","31.70","70-79","3537","null"
"940","4.05",2020-09-23,"21.17","199","51.29","80 이상","3536","null"
"12568","54.14",2020-09-23,"1.47","185","47.68","여성","3535","null"
"10648","45.86",2020-09-23,"1.91","203","52.32","남성","3534","null"
"551","2.38",2020-09-22,"0","0","0.00","0-9","3522","null"
"1274","5.51",2020-09-22,"0","0","0.00","10-19","3521","null"
"4684","20.27",2020-09-22,"0","0","0.00","20-29","3520","null"
"2822","12.21",2020-09-22,"0.07","2","0.52","30-39","3519","null"
"3083","13.34",2020-09-22,"0.13","4","1.03","40-49","3518","null"
"4280","18.52",2020-09-22,"0.4","17","4.38","50-59","3517","null"
"3644","15.77",2020-09-22,"1.18","43","11.08","60-69","3516","null"
"1833","7.93",2020-09-22,"6.71","123","31.70","70-79","3515","null"
"935","4.05",2020-09-22,"21.28","199","51.29","80 이상","3514","null"
"12517","54.17",2020-09-22,"1.48","185","47.68","여성","3513","null"
"10589","45.83",2020-09-22,"1.92","203","52.32","남성","3512","null"
"550","2.39",2020-09-21,"0","0","0.00","0-9","3500","null"
"1272","5.52",2020-09-21,"0","0","0.00","10-19","3499","null"
"4678","20.3",2020-09-21,"0","0","0.00","20-29","3498","null"
"2812","12.2",2020-09-21,"0.07","2","0.52","30-39","3497","null"
"3073","13.33",2020-09-21,"0.13","4","1.04","40-49","3496","null"
"4264","18.5",2020-09-21,"0.4","17","4.42","50-59","3495","null"
"3634","15.77",2020-09-21,"1.16","42","10.91","60-69","3494","null"
"1828","7.93",2020-09-21,"6.62","121","31.43","70-79","3493","null"
"934","4.05",2020-09-21,"21.31","199","51.69","80 이상","3492","null"
"12493","54.21",2020-09-21,"1.46","183","47.53","여성","3491","null"
"10552","45.79",2020-09-21,"1.91","202","52.47","남성","3490","null"
"548","2.39",2020-09-20,"0","0","0.00","0-9","3478","null"
"1264","5.52",2020-09-20,"0","0","0.00","10-19","3477","null"
"4653","20.32",2020-09-20,"0","0","0.00","20-29","3476","null"
"2792","12.2",2020-09-20,"0.07","2","0.53","30-39","3475","null"
"3053","13.34",2020-09-20,"0.13","4","1.06","40-49","3474","null"
"4239","18.52",2020-09-20,"0.4","17","4.50","50-59","3473","null"
"3608","15.76",2020-09-20,"1.16","42","11.11","60-69","3472","null"
"1807","7.89",2020-09-20,"6.53","118","31.22","70-79","3471","null"
"929","4.06",2020-09-20,"20.99","195","51.59","80 이상","3470","null"
"12425","54.27",2020-09-20,"1.44","179","47.35","여성","3469","null"
"10468","45.73",2020-09-20,"1.9","199","52.65","남성","3468","null"
"548","2.39",2020-09-19,"0","0","0.00","0-9","3456","null"
"1264","5.52",2020-09-19,"0","0","0.00","10-19","3455","null"
"4653","20.32",2020-09-19,"0","0","0.00","20-29","3454","null"
"2792","12.2",2020-09-19,"0.07","2","0.53","30-39","3453","null"
"3053","13.34",2020-09-19,"0.13","4","1.06","40-49","3452","null"
"4239","18.52",2020-09-19,"0.4","17","4.50","50-59","3451","null"
"3608","15.76",2020-09-19,"1.16","42","11.11","60-69","3450","null"
"1807","7.89",2020-09-19,"6.53","118","31.22","70-79","3449","null"
"929","4.06",2020-09-19,"20.99","195","51.59","80 이상","3448","null"
"12425","54.27",2020-09-19,"1.44","179","47.35","여성","3447","null"
"10468","45.73",2020-09-19,"1.9","199","52.65","남성","3446","null"
"547","2.4",2020-09-18,"0","0","0.00","0-9","3434","null"
"1259","5.53",2020-09-18,"0","0","0.00","10-19","3433","null"
"4647","20.4",2020-09-18,"0","0","0.00","20-29","3432","null"
